g.nR.d	g.nR.s	l.cnt	g_entrez_emt	g_tcga_gbm	g_escSig_eed	g_escSig_esTF	g_escSig_exp1	g_escSig_exp2	g_escSig_h3k27	g_escSig_myc	g_escSig_nanog	g_escSig_nos	g_escSig_oct4	g_escSig_prc2	g_escSig_sox2	g_escSig_suz12	g_fa	g_scm_pluri	g_siR	g_entrez_Ca
6498	SKIL	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
6596	HLTF	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6625	SNRP70	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6642	SNX1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6651	SON	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6668	SP2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6781	STC1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
6801	STRN	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6813	STXBP2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
6827	SUPT4H1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6875	TAF4B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6888	TALDO1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
6895	TARBP2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
6903	TBCC	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6907	TBL1X	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
6908	TBP	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6934	TCF7L2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7044	LEFTY2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
7073	TIAL1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7074	TIAM1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
7079	TIMP4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7260	TSSC1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7270	TTF1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7296	TXNRD1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7316	UBC	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7341	SUMO1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
7342	UBP1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7353	UFD1L	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7431	VIM	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
7436	VLDLR	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
7444	VRK2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7453	WARS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7555	CNBP	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7739	ZNF185	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7753	ZNF202	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7764	ZNF217	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7769	ZNF226	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7771	ZNF228	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7786	MAP3K12	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
7874	USP7	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
7917	BAT3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
8125	ANP32A	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
8140	SLC7A5	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8195	MKKS	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8301	PICALM	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8313	AXIN2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8318	CDC45L	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
8458	TTF2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8496	PPFIBP1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
8546	AP3B1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8555	CDC14B	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
8609	KLF7	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
8664	EIF3D	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8665	EIF3F	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8682	PEA15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8705	B3GALT4	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
8729	GBF1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8737	RIPK1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8760	CDS2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
8776	MTMR1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8777	MPDZ	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8848	TSC22D1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
8905	AP1S2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9043	SPAG9	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
9060	PAPSS2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9088	PKMYT1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9100	USP10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9117	SEC22C	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9147	SDCCAG1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9215	LARGE	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
9217	VAPB	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9240	PNMA1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9249	DHRS3	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
9322	TRIP10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9325	TRIP4	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9337	CNOT8	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9416	DDX23	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9425	CDYL	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
9439	MED23	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9451	EIF2AK3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
9487	PIGL	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9528	TMEM59	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9529	BAG5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9550	ATP6V1G1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
9554	SEC22B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9567	GTPBP1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9581	PREPL	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9611	NCOR1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9658	ZNF516	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9692	KIAA0391	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9715	FAM131B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9725	TMEM63A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9733	SART3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9735	KNTC1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9747	FAM115A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9768	KIAA0101	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9774	BCLAF1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9776	KIAA0652	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9785	DHX38	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9814	SFI1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9819	TSC22D2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9824	ARHGAP11A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9836	LCMT2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9852	EPM2AIP1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9913	SUPT7L	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9918	NCAPD2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9929	JOSD1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
9960	USP3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
10003	NAALAD2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
10005	ACOT8	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10061	ABCF2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10073	SNUPN	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10082	GPC6	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10120	ACTR1B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10121	ACTR1A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10147	SFRS14	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10164	CHST4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10179	RBM7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10212	DDX39	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10252	SPRY1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
10300	KATNB1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10370	CITED2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10432	RBM14	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
10473	HMGN4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10512	SEMA3C	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10529	NEBL	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
10541	ANP32B	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10580	SORBS1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
10598	AHSA1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10600	USP16	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10626	TRIM16	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10634	GAS2L1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10657	KHDRBS1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10659	CUGBP2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10672	GNA13	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
10693	CCT6B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10743	RAI1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10802	SEC24A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10813	UTP14A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10826	C5orf4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10904	BLCAP	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
10915	TCERG1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
10933	MORF4L1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10943	MSL3L1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
10955	SERINC3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11015	KDELR3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11020	RABL4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11030	RBPMS	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
11057	ABHD2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11103	KRR1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11141	IL1RAPL1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
11142	PKIG	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11164	NUDT5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
11180	WDR6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11218	DDX20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11237	RNF24	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
11266	DUSP12	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
11316	COPE	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11321	XAB1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11335	CBX3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
22826	DNAJC8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22936	ELL2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22950	SLC4A1AP	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
22974	TPX2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
22978	NT5C2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22992	FBXL11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23038	WDTC1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23080	KIAA0241	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23086	EXPH5	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23111	SPG20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23157	39331	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23189	ANKRD15	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
23212	RRS1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23213	SULF1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
23234	DNAJC9	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
23276	KLHL18	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23291	FBXW11	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
23301	EHBP1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23309	SIN3B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23327	NEDD4L	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23328	SASH1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23341	DNAJC16	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23363	OBSL1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
23381	SMG5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
23392	KIAA0368	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23406	COTL1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23446	SLC44A1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
23451	SF3B1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23463	ICMT	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
23479	ISCU	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23484	LEPROTL1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23493	HEY2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23510	KCTD2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23518	R3HDM1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23528	ZNF281	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
23543	RBM9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23580	CDC42EP4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23594	ORC6L	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
23635	SSBP2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
23648	SSBP3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23657	SLC7A11	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
23658	LSM5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
23678	SGK3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
23682	RAB38	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23708	GSPT2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
23731	C9orf5	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
25820	ARIH1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
25840	METTL7A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25879	WDSOF1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25885	POLR1A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25888	ZNF473	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25911	RP11-529I10.4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25925	ZNF521	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25932	CLIC4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
25943	C20orf194	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
25963	TMEM87A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
26000	TBC1D10B	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
26003	GORASP2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
26030	PLEKHG3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
26051	PPP1R16B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
26088	GGA1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
26121	PRPF31	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
26133	TRPC4AP	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
26153	KIF26A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
26227	PHGDH	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
26580	BSCL2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
26959	HBP1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
27000	ZRF1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
27063	ANKRD1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
27164	SALL3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27258	LSM3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
27301	APEX2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27327	TNRC6A	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
27333	GOLIM4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
27338	UBE2S	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27339	PRPF19	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
27343	POLL	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28969	BZW2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
28985	MCTS1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
29028	ATAD2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
29035	C16orf72	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
29089	UBE2T	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
29100	HSPC171	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
29844	TFPT	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
29922	NME7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
29995	LMCD1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
30844	EHD4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
50804	MYEF2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
50808	AK3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
50848	F11R	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51016	C14orf122	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51029	C1orf121	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51088	KLHL5	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
51098	IFT52	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51101	C8orf70	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51107	APH1A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51144	HSD17B12	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51155	HN1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
51188	SS18L2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51203	NUSAP1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51231	VRK3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51244	C3orf19	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51253	MRPL37	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51260	CXorf26	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
51264	MRPL27	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51309	ARMCX1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51330	TNFRSF12A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51366	UBR5	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
51388	NIP7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51520	LARS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51569	UFM1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
51669	TMEM66	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51720	UIMC1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51729	WBP11	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
53827	FXYD5	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
53904	MYO3A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
53938	PPIL3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54469	ZFAND6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54520	CCDC93	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54537	FAM35A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54555	DDX49	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54629	FAM63B	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54700	RRN3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54808	DYM	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54838	C10orf26	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54839	LRRC49	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54851	ANKRD49	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54859	TMEM103	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54904	WHSC1L1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54913	RPP25	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54925	ZNF434	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
54958	TMEM160	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54985	HCFC1R1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
55011	PIH1D1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
